text,processed,polarity_score,polarity
"Kali kedua menginap di El Royal, walaupun agak lama menunggu saat check innya dikarenakan kamarnya belum siap tapi tidak masalah karena tetap menyenangkan menikmati cake yang enak disana. Untuk kamar tetap sesuai yang diaplikasi hanya sayangnya lampunya tidak selengkap dengan lampu kamar saat saya check-in minggu lalu di lantai 18.",kali inap el royal tunggu check innya kamar senang nikmat cake enak kamar sesuai aplikasi sayang lampu lengkap lampu kamar check in minggu lantai,27,positive
"Hotel ini sangat pas dan nyaman untuk liburan keluarga, bulan madu, acara bisnis. Karena tempatnya yang sangat strategis dari tempat wisata populer di Bandung dengan jalan kaki pun sudah sampai ke tempat wisata seperti di jalan Braga, jalan Asia Afrika dan masjid raya Bandung. Untuk pelayanan hotelnya sangat memuaskan dari segi makanan, dan pelayanan saat kami meminta dibenarkan televisi di kamar kami tidak usah menunggu lama, langsung diperbaiki. I love it.",hotel pas nyaman libur keluarga madu acara bisnis strategis wisata populer bandung jalan kaki wisata jalan braga jalan asia afrika masjid raya bandung layan hotel muas segi makan layan televisi kamar tunggu langsung i love it,40,positive
"Hotelnya sangat menyenangkan. Kamarnya luas. Apalagi kamar kami di upgrade tanpa tambahan biaya. Fasilitas lengkap, suka dengan kolam renang, fasilitas gym, breakfast juga enak dan beragam. Lobby mewah. melebihi ekspekasi saya.",hotel senang kamar luas kamar upgrade biaya fasilitas lengkap suka kolam renang fasilitas gym breakfast enak agam lobby mewah ekspekasi,26,positive
"Top semuanya, kamar, pelayanan FO breakfastnya.",top kamar layan fo breakfastnya,7,positive
Salah satu rekomendasi hotel di Bandung untuk diinapi. Kelas bintang 4 dengan harga terjangkau serta fasilitas yang disediakan lengkap untuk keperluan orang dewasa dan anak-anak. Terdapat kolam renang air hangat cocok dinikmati dengan keluarga yang membawa anak kecil.,salah rekomendasi hotel bandung inap kelas bintang harga jangkau fasilitas sedia lengkap orang dewasa anak anak kolam renang air hangat cocok nikmat keluarga bawa anak,10,positive
"Pilihan breakfastnya banyak, kamarnya nyaman, recommended.",pilih breakfastnya kamar nyaman recommended,2,positive
"Lokasi sangat strategis sekali, untuk jalan jalan ke daerah Braga cukup berjalan kaki. Kamar sesuai dengan pict di Traveloka. Bersih dan sangat membuat betah di kamar. Hotel yang sangat direkomendasikan sekali untuk berlibur di kota Bandung.",lokasi strategis jalan jalan daerah braga jalan kaki kamar sesuai pict traveloka bersih betah kamar hotel rekomendasi libur kota bandung,5,positive
Pelayanan cepat dan pegawainya ramah-ramah. Jadi betah dan selalu ingin menginap di el Royal.,layan cepat pegawai ramah ramah betah inap el royal,17,positive
"Nyaman, bersih dan sangat memuaskan.",nyaman bersih muas,9,positive
Suasana liburan yang menyenangkan. Hotel mewah dan semua fasilitas lengkap. Makanan pun semua lezat.,suasana libur senang hotel mewah fasilitas lengkap makan lezat,23,positive
Very recommended. Sangat puass. Sangat menyenangkan.,very recommended puass senang,5,positive
Menyenangkan dan makan paginya bervariasi.,senang makan pagi variasi,7,positive
"Tempatnya nyaman banget, bersih, plus stafnya ramah-ramah, pelayanannya keren. Pokoknya kalau ke Bandung recommended banget deh. wajib menginap disana.",nyaman banget bersih plus staf ramah ramah layan keren pokok bandung recommended banget deh wajib inap,22,positive
"Meski hotel lama tapi rasa mewah tetap terasa, kamarnya bersih, semuanya pakai karpet, house keepingnya cepat tanggap, dan semuanya ramah-ramah. Mau jalan-jalan, makan, nongkrong, tinggal jalan kaki ke jalan braga, dekat banget, perfect! I will come again.",hotel mewah kamar bersih pakai karpet house keepingnya cepat tanggap ramah ramah jalan jalan makan nongkrong tinggal jalan kaki jalan braga banget perfect i will come again,20,positive
"Hotel cukup bagus, pelayanan oke banget, sesuai dengan kelasnya, next trip bisa mampir lagi. Buat bayi juga ada layanan free baby box, hanya saja harus ditelfon lagi walau kita udah minta saat check in.",hotel bagus layan oke banget sesuai kelas next trip mampir bayi layan free baby box ditelfon udah check in,13,positive
"Hotel ini recommended banget bagi orang yang suka traveler seperti saya, pelayanannya sangat memuaskan semua melayani dengan senyuman, makanannya enak dan terima kasih sudah mengupgrade tipe kamar yang lebih bagus tanpa biaya sepeser pun. Pasti akan menginap di hotel ini lagi apabila ke Bandung. Thanks El Royale hotel Bandung 😊😉",hotel recommended banget orang suka traveler layan muas layan senyum makan enak terima kasih mengupgrade tipe kamar bagus biaya peser inap hotel bandung thanks el royale hotel bandung,30,positive
"Kamar bagus, luas untuk sarapah lengkapan, hanya saja tidak sesuai gambar yang ada di Traveloka.",kamar bagus luas sarapah lengkap sesuai gambar traveloka,12,positive
Hotel bintang 3 rasa bintang 5. Pelayanan ramah dan cepat. Letak yang strategis terutama karena dekat ke jalan braga.,hotel bintang bintang layan ramah cepat letak strategis jalan braga,11,positive
"Comfy, bersih, dekat access kemana-mana, mau shopping, kuliner tinggal jalan kaki saja. Check innya cepat, ramah-ramah juga. Ada kolam air hangatnya juga, jadi anak saya bisa berendam. Toiletnya juga bersih. Overall saya nyaman menginap disini. Nanti pun kalau ke Bandung pasti menginap di sini lagi sih.",comfy bersih access shopping kuliner tinggal jalan kaki check innya cepat ramah ramah kolam air hangat anak rendam toilet bersih overall nyaman inap bandung inap sih,19,positive
"Terima kasih loh roomnya di upgrade ke Excondotel, hotel yang sangat cocok untuk keluarga. Menyenangkan sekali menginap di eL Royale Hotel Bandung. Staf yang ramah, breakfast yang beragam, kolam renang yang luas dan ada kolam air hangat yang beneran hangat. Kolam anak yang bikin anak-anak betah berenang. Layanan laundry yang super cepat, love it!",terima kasih loh roomnya upgrade excondotel hotel cocok keluarga senang inap el royale hotel bandung staf ramah breakfast agam kolam renang luas kolam air hangat beneran hangat kolam anak bikin anak anak betah renang layan laundry super cepat love it,37,positive
"Liburan 2 hari sangat menyenangkan, menggunakan kamar Condotel view city, makanan enak, mantap.",libur senang kamar condotel view city makan enak mantap,19,positive
"Sangat sangat nyaman hotel langgananku ❤️ Tapi sekarang semakin baik pelayanannya, semua pelayannya sangat ramah, makanannya enak, semua bersih, sampai betah dan tidak mau pulang. Semoga semakin sukses el royal.",nyaman hotel langgan layan layan ramah makan enak bersih betah pulang moga sukses el royal,23,positive
"Betah banget di El Royal, terlalu nyaman sampai tidak mau pulang, pelayanannya pun sangat baik sekali, ramah semua, semua tempat bersih, kolam pun hangat ❤️ Sukses terus El Royal, semakin maju. (Jangan dimahalin lagi ya) 😘",betah banget el royal nyaman pulang layan ramah bersih kolam hangat sukses el royal maju dimahalin ya,14,positive
Terima kasih sudah meng-upgrade kamar secara cuma-cuma. Luar biasa.,terima kasih meng upgrade kamar,4,positive
Pesan 2 kamar. dapat kamar dua duanya di upgrade. Lokasi strategis. Sarapan enak. Staf ramah. Kolam renang air hangat untuk anak-anak mantap.,pesan kamar kamar upgrade lokasi strategis sarap enak staf ramah kolam renang air hangat anak anak mantap,15,positive
"Kamar nyaman, mewah dan berkelas. Sarapan yang disediakan juga nikmat dengan berbagai variasi hidangan yang menggugah selera. Hotel terletak di kawasan yang strategis, dekat dengan pusat perbelanjaan dan hiburan. Pokoknya tidak menyesal pilih el royale.",kamar nyaman mewah kelas sarap sedia nikmat variasi hidang gugah selera hotel letak kawasan strategis pusat belanja hibur pokok sesal pilih el royale,21,positive
"Kamar bersih, nyaman, kolam renang bagus ada air hangat cocok untuk yang membawa anak.",kamar bersih nyaman kolam renang bagus air hangat cocok bawa anak,9,positive
"Menginap di El Royale sangat menyenangkan, karyawan yang ramah dan sangat membantu, sarapan yang bervariasi. Kolam renang yang luas, kamar luas dan nyaman dengan view kolam renang.",inap el royale senang karyawan ramah bantu sarap variasi kolam renang luas kamar luas nyaman view kolam renang,24,positive
"Lokasi oke, makanan enak, kolam ada air panasnya, overall hotel ini jadi langganan kami saat liburan ke Bandung.",lokasi oke makan enak kolam air panas overall hotel langgan libur bandung,13,positive
"Kamar yang cukup lega, tapi kurang kedap suara saja. Selebihnya sangat bagus dan sangat nyaman.",kamar lega kedap suara bagus nyaman,8,positive
"Pengalaman yang menyenangkan menginap di hotel ini. Kamar luas serta nyaman, amenities lengkap. Sarapan sangat bervariasi dan lezat. Pelayanan staf ramah, lokasi strategis, bisa berjalan kaki ke Braga.",alam senang inap hotel kamar luas nyaman amenities lengkap sarap variasi lezat layan staf ramah lokasi strategis jalan kaki braga,34,positive
"Pas check-in ternyata kamar yang di pesan full, akhirnya upgrade kamar tanpa tambahan biaya, kamar bersih dan luas, sarapan enak, Sayang sekali sedang ada renovasi di area kolam renang. tapi overall, puas dengan pelayanannya.",pas check in kamar pesan full upgrade kamar biaya kamar bersih luas sarap enak sayang renovasi area kolam renang overall puas layan,27,positive
"Sangat baik, semuanya oke banget.",oke banget,3,positive
"Check-in lama kita baru bisa masuk kamar 1 jam menunggu. Tapi semua itu terbayarkan dengan ramahnya pelayan hotel, kamarnya bersih, kamar mandi ada bathtub, makanannya banyak, kolam untuk anaknya tersedia jadi anak-anak tidak kedinginan saat berenang. Wah oke banget deh buat kesan pertama menginap disini dan kita bakal balik lagi kesini. Tipe kamar yang saya pesan condotel with breakfast, terus dipertahankan ya kenyamanannya 😊",check in masuk kamar jam tunggu bayar ramah layan hotel kamar bersih kamar mandi bathtub makan kolam anak sedia anak anak dingin renang oke banget deh kesan inap kesini tipe kamar pesan condotel with breakfast tahan ya nyaman,20,positive
"Kamarnya luas, bersih, karyawannya ramah, makanannya enak 👍",kamar luas bersih karyawannya ramah makan enak,14,positive
"Kamar yang nyaman, fasilitas lengkap, dekat dengan Braga.",kamar nyaman fasilitas lengkap braga,8,positive
"Puas banget, ke Bandung bakal menginap di el royale lagi, kamar luas, kolam renang bagus, sarapan mantap?",puas banget bandung inap el royale kamar luas kolam renang bagus sarap mantap,13,positive
El royal hotel bandung memang hotel pilihan keluarga kami setiap liburan ke Bandung.,el royal hotel bandung hotel pilih keluarga libur bandung,2,positive
"Kamar bersih, semua berfungsi dengan baik. Makanan variatif dan enak. Pelayanan ramah. Dekat sekali dengan jalan braga. Sudah 2 kali menginap disini.",kamar bersih fungsi makan variatif enak layan ramah jalan braga kali inap,15,positive
"Hotel yang menyenangkan, pelayanan oke, kolam renang oke, makanan oke.",hotel senang layan oke kolam renang oke makan oke,13,positive
"Ambil 2 kamar dengan connecting door. Merdeka tower, kesannya bangunan lama tapi bersih dan nyaman. Pesan nasi goreng room service worth it pesan jam 00:00. Kolam renang bersih dengan ukuran yang sesuai. Menu sarapan cukup variatif. Hari kedua pindah ke condotel ternyata ini bangunan baru dan lebih nyaman. Cukup untuk saya, istri dan kedua anak kecil. Thanks to eL Royale, it worth in every penny.",ambil kamar connecting door merdeka tower kesan bangun bersih nyaman pesan nasi goreng room service worth it pesan jam kolam renang bersih ukur sesuai menu sarap variatif pindah condotel bangun nyaman istri anak thanks to el royale it worth in every penny,15,positive
"Hotelnya bersih, enak dan nyaman, anak-anak senang menginap di sana karena ada kolam renang air hangat. Good el royale hotel, terima kasih Traveloka.",hotel bersih enak nyaman anak anak senang inap kolam renang air hangat good el royale hotel terima kasih traveloka,19,positive
Tempatnya nyaman. Kebersihannya juga nyaman. Kalau bisa ditambah lagi tempat parkiran,nyaman bersih nyaman parkir,9,positive
"Salah satu hotel yang sangat bagus di kota Bandung, sangat menyenangkan.",salah hotel bagus kota bandung senang,2,positive
"Kamar nyaman, sesuai dengan harga.",kamar nyaman sesuai harga,10,positive
So coozy! kolam dingin dan kolam air hangatnya menjadi pelengkap liburan kami bersama keluarga.,so coozy kolam dingin kolam air hangat lengkap libur keluarga,10,positive
"Lokasi strategis, fasilitas lengkap, cocok untuk liburan keluarga",lokasi strategis fasilitas lengkap cocok libur keluarga,15,positive
"Menyenangkan, bersih, nyaman, kalau ke Bandung mau menginap disini lagi.",senang bersih nyaman bandung inap,10,positive
"Hotel semua. Ini liburan awak dan keluarga yang menyenangkan di kamar type condotel. Staf ramah, kamar luas dan bersih. Proses check-in dan check-out cepat. Breakfast di rooftop yang mengesankan. Lengkap pula dengan kolam renang air hangat, letak hotel yang strategis. Dekat kali ke braga walk pokoknya puas lah kalau ke bandung ini adalah hotel yang recommended.",hotel libur awak keluarga senang kamar type condotel staf ramah kamar luas bersih proses check in check out cepat breakfast rooftop kesan lengkap kolam renang air hangat letak hotel strategis kali braga walk pokok puas bandung hotel recommended,37,positive
"Recommended banget, semuanya perpect.",recommended banget perpect,1,positive
"Liburan keluarga jadi menyenangkan, kolam renang bersih dan luas, sarapan menu sangat variatif, selalu puas dengan pelayanan hotel ini 👍🏻",libur keluarga senang kolam renang bersih luas sarap menu variatif puas layan hotel,22,positive
"Recommended hotel! 3 malam booking merdeka twin room, dapat lantai 4 dekat banget sama kolam renang yang luas bersih dan ada pool air hangatnya juara! Kamar merdeka twin: luas, pake karpet, ada kulkas, meja kerja, seta sofa, plus kamar mandi dengan bath tub, homey banget lobbynya besar, luas, nyaman, Lovely deh stay disini 3 malam, parkiran juga luas palah satu hotel favorit kami di Bandung, we'll be back! thank you el royale.",recommended hotel malam booking merdeka twin room lantai banget kolam renang luas bersih pool air hangat juara kamar merdeka twin luas pake karpet kulkas meja kerja seta sofa plus kamar mandi bath tub homey banget lobbynya luas nyaman lovely deh stay malam parkir luas palah hotel favorit bandung we ll be back thank you el royale,26,positive
